repo_id,onnx_file,repo_mb,downloaded_mb,n_syntactic,n_admitted,epsilon,verdict,verify_sec,status
SmilingWolf/wd-convnext-tagger-v3,model.onnx,1130.0,1130.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,115.0,ok
minishlab/potion-science-32M,onnx/model.onnx,246.9,246.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,54.3,ok
onnx-community/Supertonic-TTS-ONNX,onnx/text_encoder.onnx,251.1,251.1,6,6,0.0,add-DGP-CLASS-NEGATIVE,52.2,ok
klebster/g2p_multilingual_byT5_tiny_onnx,decoder_model.onnx,101.4,101.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,32.4,ok
visheratin/t5-efficient-mini-grammar-correction,decoder_model.onnx,518.7,518.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,96.7,ok
knowledgator/gliclass-small-v1.0,onnx/model.onnx,1272.8,1272.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,132.8,ok
Xenova/speecht5_hifigan,onnx/model.onnx,70.3,70.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,12.8,ok
segment-any-text/sat-9l,model.onnx,1961.5,1961.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,188.4,ok
Xenova/resnet-18,onnx/model.onnx,200.9,200.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,32.4,ok
lightonai/LateOn,model.onnx,1325.1,1325.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,144.1,ok
telepix/PIXIE-Splade-v1.0,onnx/model.onnx,1288.0,1288.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,140.4,ok
onnx-community/whisper-tiny_timestamped,onnx/decoder_model.onnx,1394.8,1394.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,168.8,ok
Xenova/tiny-random-LlavaForConditionalGeneration,onnx/embed_tokens.onnx,145.9,145.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,57.2,ok
prithivMLmods/Common-Voice-Gender-Detection-ONNX,onnx/model.onnx,1044.6,1044.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,107.4,ok
breezedeus/pix2text-mfd-1.5,pix2text-mfd-1.5.onnx,76.6,76.6,102,102,0.0,add-DGP-CLASS-NEGATIVE,15.8,ok
Xenova/detr-resnet-50-panoptic,onnx/model.onnx,289.3,289.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,34.2,ok
celestialcreator/axon-smollm2-360m,onnx/model_q4.onnx,1771.3,1771.3,,,,,178.7,"fail: ValueError: cannot reshape array of size 115200 into shape (960,30,16)"
protectai/distilroberta-bias-onnx,model.onnx,708.6,708.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,78.3,ok
gravitee-io/distilbert-multilingual-toxicity-classifier,model.onnx,1165.9,1165.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,122.1,ok
kemonito233/complete,model.onnx,418.0,418.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,54.0,ok
luxdelux7/ForbiddenVision_Models,ForbiddenVision_face_detect_v1.onnx,91.0,91.0,,,,,18.9,"fail: ValueError: cannot reshape array of size 432 into shape (32,3,3,3)"
harsh-wk/long-seq-paraphrase-MiniLM-L6-v2,onnx/model.onnx,845.0,845.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,110.2,ok
onnx-internal-testing/tiny-random-LlamaForCausalLM-ONNX_external,onnx/model.onnx,7.9,7.9,2,2,0.0,UNCERTIFIED,18.1,ok
meshxdata/foundation-minilm-v1,onnx/model.onnx,44.5,44.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,19.0,ok
Xenova/tiny-random-WhisperForConditionalGeneration,onnx/decoder_model.onnx,77.4,77.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,57.6,ok
BritishWerewolf/U-2-Net,onnx/model.onnx,167.8,167.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,23.3,ok
temsa/IrishCore-GlobalPointer-ContextPII-135M-v1-rc29,onnx/model.onnx,1178.7,1178.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,284.3,ok
nickprock/sentence-bert-base-italian-uncased,onnx/model_qint8_avx512_vnni.onnx,945.2,945.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,104.9,ok
Felix92/onnxtr-db-resnet50,model.onnx,96.2,96.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,16.5,ok
protectai/bert-base-NER-onnx,model.onnx,412.0,412.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,48.6,ok
rhnfzl/wikineural-multilingual-ner-onnx,model.onnx,679.2,679.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,70.5,ok
onnx-community/Supertonic-TTS-2-ONNX,onnx/text_encoder.onnx,251.2,251.2,6,6,0.0,add-DGP-CLASS-NEGATIVE,43.4,ok
jjzha/jobspanbert-base-cased,onnx/model.onnx,1440.4,1440.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,150.4,ok
jonngan/finbert-onnx,model.onnx,418.8,418.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,50.0,ok
nomic-ai/nomic-embed-text-v1-unsupervised,onnx/model.onnx,1176.7,1176.7,12,12,0.0,add-DGP-CLASS-NEGATIVE,132.5,ok
nixiesearch/all-MiniLM-L6-v2-onnx,model.onnx,109.0,109.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,23.1,ok
Xenova/tiny-random-GemmaForCausalLM,onnx/model.onnx,62.7,62.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,22.6,ok
asmud/nomic-embed-indonesian,onnx/model_q8.onnx,654.1,654.1,,,,,90.6,"fail: ValueError: cannot reshape array of size 5861376 into shape (30528,768)"
fancyfeast/joytag,model.onnx,698.3,698.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,70.2,ok
Xenova/mobileclip_s2,onnx/text_model.onnx,1322.1,1322.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,134.7,ok
shermansiu/lc0_BT4-1024x15x32h-swa-5000000,model.onnx,1026.8,1026.8,53,53,0.0,add-DGP-CLASS-NEGATIVE,102.5,ok
UnfilteredAI/Mia-001,model.onnx,932.5,932.5,12,12,0.0,UNCERTIFIED,102.1,ok
sirasagi62/granite-embedding-107m-multilingual-ONNX,onnx/model.onnx,1870.9,1870.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,190.6,ok
DenSec02/glublm-36m,model.onnx,175.8,175.8,,,,,25.5,"fail: ValueError: cannot reshape array of size 819200 into shape (5120,640)"
Qdrant/resnet50-onnx,model.onnx,89.6,89.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,14.5,ok
unsloth/all-MiniLM-L6-v2,onnx/model.onnx,931.7,931.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,114.6,ok
flobiz-og/mbb-web-intent-classifier,onnx/model_quantized.onnx,111.4,111.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,28.1,ok
meshxdata/codeberta-small-v1-onnx,onnx/model.onnx,123.6,123.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,22.9,ok
Xenova/tiny-random-Florence2ForConditionalGeneration,onnx/embed_tokens.onnx,53.6,53.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,33.0,ok
spiele/nsfw_image_detector-ONNX,onnx/model.onnx,911.5,911.5,12,12,0.0,add-DGP-CLASS-NEGATIVE,103.8,ok
onnx-community/roberta-base-openai-detector-ONNX,onnx/model.onnx,1600.0,1600.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,162.9,ok
segment-any-text/sat-6l,model.onnx,1798.1,1798.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,174.2,ok
logasanjeev/bert-emotion-classifier,model.onnx,836.1,836.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,98.6,ok
Xenova/facial_emotions_image_detection,onnx/model.onnx,808.5,808.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,86.3,ok
KittenML/kitten-tts-mini-0.1,kitten_tts_mini_v0_1.onnx,158.4,158.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,20.2,ok
Xenova/wavlm-base-plus-sv,onnx/model.onnx,480.9,480.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,52.0,ok
Qdrant/fast-bge-base-en,model_optimized.onnx,416.3,416.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,51.7,ok
onnx-community/Deep-Fake-Detector-v2-Model-ONNX,onnx/model.onnx,891.8,891.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,105.5,ok
yasserrmd/granite-embedding-r2-onnx,model.onnx,146.4,146.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,26.1,ok
ldenoue/Title_Generation_T5Small_Model,onnx/decoder_model.onnx,754.0,754.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,83.2,ok
justinchuby/BirdNET-onnx,model.onnx,183.0,183.0,58,58,0.0,add-DGP-CLASS-NEGATIVE,42.1,ok
Kadonox/fugumt-ja-en-onnx,onnx/decoder_model.onnx,1126.8,1126.8,6,6,0.0,add-DGP-CLASS-NEGATIVE,120.3,ok
onnx-internal-testing/tiny-random-VoxtralRealtimeForConditionalGeneration,onnx/embed_tokens.onnx,169.6,169.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,37.1,ok
onnx-community/distilbert-NER-ONNX,onnx/model.onnx,850.3,850.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,93.5,ok
onnx-internal-testing/tiny-random-Gemma3ForConditionalGeneration,onnx/embed_tokens.onnx,288.7,288.7,0,0,0.0,add-DGP-CLASS-NEGATIVE,50.3,ok
Xenova/gelan-c_all,onnx/model.onnx,171.1,171.1,138,138,0.0,add-DGP-CLASS-NEGATIVE,28.8,ok
Ceva-IP/DPDFNet,onnx/baseline.onnx,214.2,214.2,10,10,0.0,UNCERTIFIED,34.4,ok
LPX55/detection-model-3-ONNX,onnx/model.onnx,930.4,930.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,96.3,ok
mispeech/ced-mini,model.onnx,47.5,47.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,16.6,ok
Supertone/supertonic,onnx/vocoder.onnx,254.9,254.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,54.8,ok
Hexmon/vyra-yolo-ppe-detection,best.onnx,149.1,149.1,76,76,6.999671389627484e+307,UNCERTIFIED,28.9,ok
amd-quark/tiny-llama-fast-tokenizer,onnx/model.onnx,10.5,10.5,2,2,4.513930523425311e+302,UNCERTIFIED,24.0,ok
onnx-internal-testing/tiny-random-Gemma3nForConditionalGeneration,onnx/embed_tokens.onnx,173.0,173.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,44.2,ok
MoralHazard/GISTsmall,onnx/model.onnx,193.0,193.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,37.6,ok
LPX55/detection-model-6-ONNX,onnx/model.onnx,930.4,930.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,98.4,ok
protectai/deberta-v3-base-injection-onnx,model.onnx,715.0,715.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,79.6,ok
LPX55/detection-model-2-ONNX,onnx/model.onnx,891.8,891.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,96.1,ok
Felix92/onnxtr-crnn-vgg16-bn,model.onnx,60.3,60.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,11.0,ok
Xenova/segformer_b0_clothes,onnx/model.onnx,26.2,26.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,13.7,ok
nagham-mlb/supportbot-model,onnx/model.onnx,631.7,631.7,,,,,78.1,fail: DecodeError: Error parsing message with type 'onnx.ModelProto'
LPX55/detection-model-5-ONNX,onnx/model.onnx,891.8,891.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,94.1,ok
Xenova/resnet-50,onnx/model.onnx,439.1,439.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,52.7,ok
LPX55/detection-model-7-ONNX,onnx/model.onnx,891.8,891.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,93.3,ok
onnx-internal-testing/tiny-random-Qwen3ForCausalLM,onnx/model.onnx,53.6,53.6,2,2,0.0,add-DGP-CLASS-NEGATIVE,24.3,ok
NAKSTStudio/yolov8m-chess-piece-detection,best.onnx,297.1,297.1,77,77,inf,UNCERTIFIED,44.4,ok
Xenova/tiny-random-Wav2Vec2ForCTC-ONNX,onnx/model.onnx,0.2,0.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,11.6,ok
Xenova/swin2SR-classical-sr-x2-64,onnx/model.onnx,179.7,179.7,36,36,0.0,add-DGP-CLASS-NEGATIVE,45.0,ok
castorini/splade-pp-onnx,splade-pp-ed-optimized.onnx,1014.6,1014.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,99.1,ok
Mozilla/smart-tab-embedding,onnx/model.onnx,415.1,415.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,62.4,ok
cfsdwe/static-embedding-japanese-ONNX-for-js,onnx/model.onnx,162.1,162.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,25.5,ok
pszemraj/bart-base-grammar-synthesis,model.onnx,1747.3,1747.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,180.8,ok
rrrpromex/RRR-PRO-MEX-AI-CORE,onnx/model.onnx,1878.6,1878.6,30,30,0.0,add-DGP-CLASS-NEGATIVE,204.9,ok
onnx-internal-testing/tiny-random-LlamaForCausalLM-GQA,onnx/model.onnx,98.1,98.1,2,2,0.0,add-DGP-CLASS-NEGATIVE,22.0,ok
Xenova/sam-vit-base,onnx/model.onnx,1278.9,1278.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,127.7,ok
onnx-community/tiny-random-jais,onnx/model.onnx,15.2,15.2,2,2,0.0,add-DGP-CLASS-NEGATIVE,11.2,ok
aixk/twiny-stack-L04,shared/onnx/latest/twiny-stack-L04.onnx,790.4,790.4,4,4,0.0,UNCERTIFIED,96.4,ok
onnx-community/tiny-random-MarianMTModel,onnx/decoder_model.onnx,119.8,119.8,0,0,0.0,add-DGP-CLASS-NEGATIVE,57.5,ok
Kadonox/fugumt-en-ja-onnx,onnx/decoder_model.onnx,1126.6,1126.6,6,6,0.0,add-DGP-CLASS-NEGATIVE,121.7,ok
Xenova/distilbert-base-uncased,onnx/model.onnx,878.2,878.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,108.8,ok
onnx-community/Falcon-H1-Tiny-90M-Instruct-ONNX,onnx/model.onnx,1027.6,1027.6,48,48,0.0,add-DGP-CLASS-NEGATIVE,114.6,ok
onnx-community/chatgpt-detector-roberta-ONNX,onnx/model.onnx,1600.0,1600.0,0,0,0.0,add-DGP-CLASS-NEGATIVE,165.7,ok
onnx-internal-testing/tiny-random-WhisperForConditionalGeneration-ONNX_external,onnx/encoder_model.onnx,14.1,14.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,27.7,ok
exp-models/dragonkue-KoEn-E5-Tiny,onnx/model.onnx,845.9,845.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,104.9,ok
trentmkelly/slop-detector-mini-2,onnx/model.onnx,678.1,678.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,91.9,ok
Xenova/segformer-b2-finetuned-ade-512-512,onnx/model.onnx,186.1,186.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,26.9,ok
l0wgear/manga-ocr-2025-onnx,decoder_model.onnx,134.1,134.1,0,0,0.0,add-DGP-CLASS-NEGATIVE,26.7,ok
onnx-community/tiny-random-LlamaForCausalLM-ONNX,onnx/model.onnx,131.4,131.4,1,1,0.0,add-DGP-CLASS-NEGATIVE,24.8,ok
onnx-community/wav2vec2-base-Speech_Emotion_Recognition-ONNX,onnx/model.onnx,1044.6,1044.6,0,0,0.0,add-DGP-CLASS-NEGATIVE,107.1,ok
onnx-community/mediapipe_selfie_segmentation,onnx/model.onnx,2.4,2.4,18,18,0.0,add-DGP-CLASS-NEGATIVE,23.4,ok
Negative-Star-Innovators/MiniLM-L6-finetuned-pii-detection-v2,onnx/model.onnx,87.3,87.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,22.8,ok
Felix92/onnxtr-db-mobilenet-v3-large,model.onnx,15.3,15.3,8,8,0.0,add-DGP-CLASS-NEGATIVE,10.1,ok
temsa/gliner2-large-v1-onnx-cpu-qint8,onnx/encoder.onnx,622.2,622.2,0,0,0.0,add-DGP-CLASS-NEGATIVE,69.5,ok
Lettria/onnx-tatr-struct-v1.1-all,model.onnx,110.5,110.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,15.9,ok
fxmarty/onnx-tiny-random-gpt2-with-merge,decoder_model.onnx,2.9,2.9,0,0,0.0,add-DGP-CLASS-NEGATIVE,17.9,ok
Lettria/onnx-tatr-det,model.onnx,110.3,110.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,15.3,ok
onnx-community/tiny-random-olmo-hf,onnx/model.onnx,28.4,28.4,2,2,0.0,add-DGP-CLASS-NEGATIVE,14.9,ok
Xenova/paraphrase-MiniLM-L3-v2,onnx/model.onnx,272.4,272.4,0,0,0.0,add-DGP-CLASS-NEGATIVE,40.9,ok
onnx-community/granite-embedding-small-english-r2-ONNX,onnx/model.onnx,480.4,480.4,12,12,0.0,add-DGP-CLASS-NEGATIVE,68.1,ok
Xenova/trocr-small-printed,onnx/decoder_model.onnx,793.3,793.3,0,0,0.0,add-DGP-CLASS-NEGATIVE,91.1,ok
yihong1120/Construction-Hazard-Detection,models/yolo11/onnx/yolo11l.onnx,1318.1,1318.1,159,159,0.0,add-DGP-CLASS-NEGATIVE,206.3,ok
lc-studio/ruri-v3-130m-onnx,model.onnx,512.6,512.6,19,19,0.0,add-DGP-CLASS-NEGATIVE,62.8,ok
RJTPP/tennis-ball-detection,best.onnx,17.6,17.6,57,57,0.0,add-DGP-CLASS-NEGATIVE,6.9,ok
onnx-internal-testing/tiny-random-BertModel-ONNX,onnx/model.onnx,0.5,0.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,10.6,ok
0xnbk/nbk-ats-semantic-v1-en,onnx/model.onnx,262.5,262.5,0,0,0.0,add-DGP-CLASS-NEGATIVE,52.3,ok
ayousanz/piper-plus-css10-ja-6lang,css10-ja-6lang-fp16.onnx,37.6,37.6,,,,,10.1,"fail: ValueError: cannot reshape array of size 16608 into shape (173,192)"
Felix92/onnxtr-crnn-mobilenet-v3-small,model.onnx,7.9,7.9,9,9,0.0,add-DGP-CLASS-NEGATIVE,7.0,ok
Xenova/quickdraw-mobilevit-small,onnx/model.onnx,55.7,55.7,34,34,2.842299759488641e+307,UNCERTIFIED,18.6,ok
